step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
15,PAYMENT,7383.39,C1706452223,0.0,0.0,M181322285,0.0,0.0,0.0,0.0
22,CASH_OUT,91691.58,C916466150,0.0,0.0,C25537313,2225569.7,2317261.28,0.0,0.0
19,CASH_OUT,43747.47,C1193407844,0.0,0.0,C448209058,154011.22,205513.97,0.0,0.0
34,CASH_IN,83786.78,C787870928,8436492.38,8520279.17,C449261773,10113538.61,9845349.0,0.0,0.0
18,CASH_OUT,1352.54,C1636502614,50970.0,49617.46,C528847191,962385.54,963738.08,0.0,0.0
11,PAYMENT,17390.61,C26713135,0.0,0.0,M946604590,0.0,0.0,0.0,0.0
10,PAYMENT,4748.42,C320623492,0.0,0.0,M842302017,0.0,0.0,0.0,0.0
12,PAYMENT,15337.46,C1992706869,254550.24,239212.78,M67429253,0.0,0.0,0.0,0.0
11,CASH_IN,97896.53,C912375973,72718.0,170614.53,C1839529707,28967.28,0.0,0.0,0.0
23,PAYMENT,16453.26,C461355832,68.0,0.0,M1248029451,0.0,0.0,0.0,0.0
11,TRANSFER,47215.33,C775167967,0.0,0.0,C703801921,58504.72,105720.06,0.0,0.0
19,PAYMENT,1993.29,C1508242487,0.0,0.0,M1116679967,0.0,0.0,0.0,0.0
11,CASH_IN,146596.24,C1570953514,4405980.89,4552577.13,C431559844,675437.64,528841.4,0.0,0.0
16,CASH_OUT,101882.91,C620287450,21516.0,0.0,C1383643638,16639.0,141255.58,0.0,0.0
15,DEBIT,1296.5,C382613306,43006.0,41709.5,C193864812,7691914.98,7693211.48,0.0,0.0
17,PAYMENT,7537.34,C1346507912,53260.1,45722.76,M1258885533,0.0,0.0,0.0,0.0
15,PAYMENT,20896.65,C839470350,15201.0,0.0,M2057490223,0.0,0.0,0.0,0.0
21,DEBIT,6107.04,C1840317919,71995.0,65887.96,C1019886472,202948.08,209055.12,0.0,0.0
10,CASH_IN,95733.37,C531657899,3017.0,98750.37,C2085533186,104548.0,0.0,0.0,0.0
23,CASH_OUT,209589.15,C1559844048,0.0,0.0,C599808912,4954503.64,5164092.79,0.0,0.0
18,TRANSFER,767511.6,C1287611515,1004.0,0.0,C352844725,25439.0,541566.76,0.0,0.0
11,CASH_OUT,71237.44,C1157087512,128997.0,57759.56,C738603140,0.0,84583.77,0.0,0.0
15,PAYMENT,3191.8,C604505910,111998.83,108807.02,M160998982,0.0,0.0,0.0,0.0
17,CASH_OUT,42210.84,C1994103286,140776.79,98565.95,C553749912,298774.7,340985.54,0.0,0.0
13,CASH_OUT,248483.84,C938317157,0.0,0.0,C772629104,587179.95,993504.3,0.0,0.0
10,CASH_IN,177629.41,C1343924515,1161555.9,1339185.31,C1027662086,396531.52,684105.36,0.0,0.0
12,CASH_OUT,120842.67,C69682764,0.0,0.0,C1881011019,1933496.51,2044477.77,0.0,0.0
17,CASH_IN,109914.07,C480603542,20704.0,130618.07,C312577742,396828.19,286914.12,0.0,0.0
23,CASH_OUT,229058.63,C19273855,66778.06,0.0,C585760656,1598013.62,1827072.24,0.0,0.0
5,PAYMENT,3833.36,C1702180644,3137.0,0.0,M734097378,0.0,0.0,0.0,0.0
16,PAYMENT,17334.06,C692417228,50389.0,33054.94,M849945282,0.0,0.0,0.0,0.0
8,PAYMENT,3537.59,C1716704115,1370984.59,1367447.0,M1429436113,0.0,0.0,0.0,0.0
19,PAYMENT,7738.73,C1547772498,0.0,0.0,M1241564144,0.0,0.0,0.0,0.0
21,PAYMENT,509.87,C1899257229,31361.0,30851.13,M885755955,0.0,0.0,0.0,0.0
11,CASH_OUT,454261.31,C189200857,0.0,0.0,C1639464943,639252.51,1093513.83,0.0,0.0
12,PAYMENT,8921.62,C24356542,0.0,0.0,M532413707,0.0,0.0,0.0,0.0
14,CASH_OUT,164025.27,C289720731,0.0,0.0,C379945832,181350.18,381279.67,0.0,0.0
22,PAYMENT,1461.23,C346529729,0.0,0.0,M1202312447,0.0,0.0,0.0,0.0
13,CASH_IN,348765.32,C1872316786,20700.0,369465.32,C1713181322,0.0,0.0,0.0,0.0
18,CASH_IN,290102.84,C1021224589,22459.0,312561.84,C1747066716,1004097.39,624876.56,0.0,0.0
19,CASH_IN,79899.56,C1723674416,723124.06,803023.62,C621621408,284437.92,121450.44,0.0,0.0
11,CASH_OUT,109281.28,C746142791,27534.0,0.0,C2023069639,80609.23,223485.83,0.0,0.0
7,PAYMENT,6393.14,C56708435,122075.0,115681.86,M314882437,0.0,0.0,0.0,0.0
16,PAYMENT,20972.78,C2114992635,10231.0,0.0,M633916791,0.0,0.0,0.0,0.0
12,PAYMENT,6919.82,C1574809783,0.0,0.0,M824081943,0.0,0.0,0.0,0.0
12,PAYMENT,12326.56,C662508903,1003772.6,991446.04,M1030950577,0.0,0.0,0.0,0.0
9,PAYMENT,7473.45,C274226376,247581.09,240107.64,M1262650173,0.0,0.0,0.0,0.0
10,CASH_OUT,255958.67,C1117370931,0.0,0.0,C1630293008,1214098.19,1470056.86,0.0,0.0
16,CASH_OUT,232760.97,C2003737092,0.0,0.0,C655236128,262860.61,495621.58,0.0,0.0
19,PAYMENT,4859.28,C1786851798,0.0,0.0,M1454200416,0.0,0.0,0.0,0.0
15,CASH_IN,19006.43,C1859116120,9468150.65,9487157.08,C1908307551,36875.0,17868.57,0.0,0.0
11,PAYMENT,20470.77,C1348456178,194936.7,174465.94,M128700281,0.0,0.0,0.0,0.0
17,PAYMENT,4361.2,C1104837997,76329.29,71968.1,M293997341,0.0,0.0,0.0,0.0
17,TRANSFER,1210609.93,C33599457,72911.84,0.0,C1826548683,3941793.02,5152402.95,0.0,0.0
23,PAYMENT,14196.85,C1194189288,166.0,0.0,M1808280601,0.0,0.0,0.0,0.0
15,CASH_OUT,37808.87,C181272770,238681.0,200872.13,C2117817119,0.0,37808.87,0.0,0.0
20,CASH_OUT,316245.6,C374239233,0.0,0.0,C109145348,364309.44,680555.04,0.0,0.0
11,CASH_OUT,40566.24,C6434356,0.0,0.0,C2094462801,1613075.94,1688781.52,0.0,0.0
12,PAYMENT,9119.93,C1552351036,0.0,0.0,M1716208335,0.0,0.0,0.0,0.0
24,CASH_OUT,21910.57,C61907800,64654.52,42743.95,C1589547066,9782070.11,9803980.68,0.0,0.0
9,CASH_OUT,23570.13,C1199040291,20935.0,0.0,C1540720037,2239229.05,2399032.56,0.0,0.0
17,PAYMENT,17392.65,C597903998,7117.5,0.0,M1843287826,0.0,0.0,0.0,0.0
33,PAYMENT,3915.07,C715679576,100912.0,96996.93,M1050538603,0.0,0.0,0.0,0.0
12,PAYMENT,5655.96,C471550514,1968.0,0.0,M1363855379,0.0,0.0,0.0,0.0
7,PAYMENT,1312.68,C236791681,7653.0,6340.32,M1006688804,0.0,0.0,0.0,0.0
18,CASH_IN,78169.77,C1188089566,952.0,79121.77,C2110835918,9909.46,0.0,0.0,0.0
34,CASH_OUT,592106.62,C42859970,0.0,0.0,C802273332,1784670.01,2376776.63,0.0,0.0
19,CASH_OUT,101702.12,C1508878545,0.0,0.0,C1221883499,241447.81,167130.94,0.0,0.0
20,PAYMENT,6937.05,C1846817434,101849.0,94911.95,M1811215471,0.0,0.0,0.0,0.0
16,CASH_IN,198403.25,C1252951349,1447816.55,1646219.8,C33083575,725579.28,266762.25,0.0,0.0
16,CASH_IN,175907.36,C737865557,6048555.06,6224462.42,C1491703179,880270.97,759911.41,0.0,0.0
9,CASH_IN,1532.79,C601068306,10636561.52,10638094.31,C1982263099,11366.0,9833.21,0.0,0.0
15,PAYMENT,11465.23,C27191818,14718.0,3252.77,M998324456,0.0,0.0,0.0,0.0
19,PAYMENT,1694.59,C1292325122,37824.0,36129.41,M807281401,0.0,0.0,0.0,0.0
17,PAYMENT,7611.3,C1613144658,138355.0,130743.7,M2069664390,0.0,0.0,0.0,0.0
33,CASH_IN,71165.9,C429156444,17622.0,88787.9,C1622513030,1278338.78,1178437.09,0.0,0.0
15,CASH_IN,239053.35,C1513008112,3998725.55,4237778.91,C1312090962,612213.41,373160.05,0.0,0.0
8,TRANSFER,1698747.82,C199097599,0.0,0.0,C1883840933,20495564.86,25330272.63,0.0,0.0
19,CASH_OUT,204672.67,C1965210089,26027.0,0.0,C2068143517,405339.18,610011.85,0.0,0.0
9,CASH_OUT,141690.36,C1243674159,5042.0,0.0,C467311030,0.0,0.0,0.0,0.0
16,PAYMENT,14532.97,C1635685357,0.0,0.0,M779671943,0.0,0.0,0.0,0.0
12,CASH_OUT,170811.85,C562701795,8100.0,0.0,C263888755,761287.56,900096.32,0.0,0.0
9,CASH_IN,129151.3,C629457035,4763837.25,4892988.54,C1381493119,147208.0,324609.86,0.0,0.0
20,CASH_IN,255340.24,C1306693759,851.0,256191.24,C1997372494,263113.02,7772.78,0.0,0.0
33,CASH_OUT,95557.1,C2029915826,0.0,0.0,C632116376,5978198.09,6073755.19,0.0,0.0
15,CASH_OUT,39552.48,C763355834,58883.53,19331.05,C1835201273,69632.13,161263.84,0.0,0.0
11,CASH_OUT,165101.26,C320337603,793299.87,628198.61,C1750529696,1090626.0,1255727.26,0.0,0.0
13,CASH_IN,191517.43,C616065903,82538.0,274055.43,C289933148,8056592.93,7865075.49,0.0,0.0
33,PAYMENT,9488.62,C859367424,0.0,0.0,M1478389886,0.0,0.0,0.0,0.0
34,CASH_IN,181155.04,C288936417,20317.0,201472.04,C1638287315,0.0,0.0,0.0,0.0
21,CASH_OUT,58545.0,C1534069737,272225.0,213680.0,C1964198262,0.0,58545.0,0.0,0.0
17,PAYMENT,32195.54,C97551788,198213.0,166017.46,M107126055,0.0,0.0,0.0,0.0
10,PAYMENT,5887.44,C36471768,765.0,0.0,M457013508,0.0,0.0,0.0,0.0
34,CASH_OUT,234480.0,C1153099869,109621.0,0.0,C1106003753,1935881.36,2170361.37,0.0,0.0
15,PAYMENT,22971.03,C1131170179,0.0,0.0,M887954067,0.0,0.0,0.0,0.0
10,PAYMENT,18629.53,C1792828071,37196.68,18567.15,M736607968,0.0,0.0,0.0,0.0
14,CASH_OUT,174793.44,C25922858,56255.0,0.0,C1778188894,19994.0,147193.13,0.0,0.0
15,CASH_OUT,213599.99,C311200065,39986.0,0.0,C904847663,1458335.26,1671935.25,0.0,0.0
15,PAYMENT,8461.99,C1120501114,0.0,0.0,M222279695,0.0,0.0,0.0,0.0
18,CASH_IN,194355.96,C1915342652,1699835.51,1894191.48,C701980721,310133.68,115777.72,0.0,0.0
14,PAYMENT,13134.57,C1067714870,45256.0,32121.43,M973449832,0.0,0.0,0.0,0.0
8,PAYMENT,6288.86,C2044411693,685.0,0.0,M316514744,0.0,0.0,0.0,0.0
33,CASH_OUT,175218.68,C1927645666,4475.0,0.0,C627363214,647185.07,822403.75,0.0,0.0
34,CASH_OUT,361818.08,C1078233768,41231.0,0.0,C606208899,27973.96,384128.27,0.0,0.0
18,PAYMENT,5989.15,C1468546352,304407.0,298417.85,M1957688375,0.0,0.0,0.0,0.0
18,CASH_IN,57028.86,C1414964761,956598.44,1013627.31,C83424335,382635.87,325607.01,0.0,0.0
15,DEBIT,6276.12,C240960573,219620.0,213343.88,C1547590185,1643641.46,1649917.57,0.0,0.0
34,CASH_IN,434326.45,C1031493420,1245840.1,1680166.55,C903028779,1635319.45,1200993.0,0.0,0.0
12,CASH_OUT,134223.52,C1749048995,0.0,0.0,C1865613995,2639036.39,2462634.0,0.0,0.0
21,CASH_OUT,140953.72,C2012359297,1758.0,0.0,C1260434481,0.0,140953.72,0.0,0.0
19,CASH_OUT,258002.61,C924753230,0.0,0.0,C482641208,1794158.01,2090993.67,0.0,0.0
22,PAYMENT,5254.72,C964783047,746140.29,740885.57,M925656903,0.0,0.0,0.0,0.0
15,PAYMENT,6848.47,C1357519961,3461.0,0.0,M1993828522,0.0,0.0,0.0,0.0
17,PAYMENT,18355.33,C2037160143,172723.74,154368.41,M313530881,0.0,0.0,0.0,0.0
21,PAYMENT,1697.26,C1045460622,706040.0,704342.74,M646068920,0.0,0.0,0.0,0.0
8,TRANSFER,1483910.06,C224442112,255323.87,0.0,C257999182,8711392.78,14960679.69,0.0,0.0
22,PAYMENT,6286.6,C1323985026,78935.0,72648.4,M1176680840,0.0,0.0,0.0,0.0
20,CASH_OUT,185240.54,C999974220,20630.0,0.0,C1631210013,431978.93,617219.47,0.0,0.0
15,CASH_OUT,95318.35,C1042109248,62753.0,0.0,C1948281050,1077953.87,1173272.22,0.0,0.0
14,PAYMENT,5302.63,C1524713828,0.0,0.0,M1759253192,0.0,0.0,0.0,0.0
7,PAYMENT,28180.62,C913209033,0.0,0.0,M634662382,0.0,0.0,0.0,0.0
21,PAYMENT,9370.57,C2112832346,43624.39,34253.81,M445794783,0.0,0.0,0.0,0.0
34,PAYMENT,12370.63,C1371934596,16372.0,4001.37,M2036124509,0.0,0.0,0.0,0.0
34,TRANSFER,409178.47,C943031270,38342.0,0.0,C192459520,0.0,482656.05,0.0,0.0
15,PAYMENT,14686.19,C1676973351,467.0,0.0,M1978930025,0.0,0.0,0.0,0.0
9,CASH_IN,383512.53,C1597540723,19488.0,403000.53,C1657363827,415198.86,296341.0,0.0,0.0
18,CASH_OUT,210060.88,C905829518,0.0,0.0,C877878184,2351415.19,2561476.07,0.0,0.0
13,CASH_OUT,515396.01,C1373453213,20360.0,0.0,C356023140,29870486.1,30385882.11,0.0,0.0
11,CASH_OUT,370745.61,C323801052,0.0,0.0,C1736800800,446227.76,994631.54,0.0,0.0
8,TRANSFER,483181.51,C1862665586,486.0,0.0,C51626955,187365.39,1129092.65,0.0,0.0
14,TRANSFER,24815.18,C555101290,0.0,0.0,C1906548196,53775.0,54004.19,0.0,0.0
20,TRANSFER,664.87,C289860403,84706.18,84041.32,C15387840,67310.36,78131.8,0.0,0.0
19,TRANSFER,71161.55,C525006105,0.0,0.0,C980786468,97382.37,168543.92,0.0,0.0
14,CASH_OUT,510980.32,C1454382230,11681.0,0.0,C108231391,0.0,604354.29,0.0,0.0
16,CASH_IN,254566.91,C1891832479,6666363.06,6920929.96,C1176384682,1437050.0,2220183.81,0.0,0.0
10,PAYMENT,8707.15,C1319176170,67755.0,59047.85,M1069387901,0.0,0.0,0.0,0.0
10,CASH_OUT,270365.99,C1344039220,0.0,0.0,C735225137,2884860.23,4336137.78,0.0,0.0
11,CASH_IN,247299.48,C1322185712,5862411.9,6109711.37,C1071651985,991763.37,391503.35,0.0,0.0
16,CASH_OUT,76466.11,C1960544914,0.0,0.0,C1396618865,86939.55,163405.66,0.0,0.0
19,CASH_OUT,215079.42,C1369586069,37627.0,0.0,C64405075,25442.65,240522.07,0.0,0.0
11,CASH_OUT,368717.86,C529990403,0.0,0.0,C659787299,3096138.17,3442651.99,0.0,0.0
14,PAYMENT,302.16,C620107109,61837.0,61534.84,M223671456,0.0,0.0,0.0,0.0
10,PAYMENT,143.94,C1892028351,0.0,0.0,M252581757,0.0,0.0,0.0,0.0
18,CASH_OUT,97569.79,C336776662,63031.0,0.0,C1444865593,762645.58,1300138.44,0.0,0.0
13,CASH_OUT,126891.29,C500387434,816.0,0.0,C1560266496,0.0,126891.29,0.0,0.0
17,CASH_IN,18231.96,C913958925,6873968.86,6892200.83,C81639848,319802.47,301570.51,0.0,0.0
13,TRANSFER,382955.23,C1422158682,0.0,0.0,C1615634265,695925.95,1078881.17,0.0,0.0
10,PAYMENT,22493.4,C873374048,0.0,0.0,M1091923616,0.0,0.0,0.0,0.0
11,TRANSFER,950581.83,C2049757456,0.0,0.0,C1388629755,2610925.24,3561507.07,0.0,0.0
9,CASH_IN,64829.5,C110107931,6249549.58,6314379.08,C1245522769,3326978.73,3262149.22,0.0,0.0
22,PAYMENT,11417.43,C633909451,0.0,0.0,M812175251,0.0,0.0,0.0,0.0
11,CASH_OUT,99042.21,C491603036,0.0,0.0,C1984827532,1478546.72,1408029.3,0.0,0.0
18,CASH_IN,24802.64,C2045194311,21167.0,45969.64,C1074555545,34076.0,9273.36,0.0,0.0
10,TRANSFER,441136.31,C886087898,0.0,0.0,C1066975877,2823083.34,2898084.08,0.0,0.0
25,PAYMENT,12906.9,C1910628429,0.0,0.0,M1342923885,0.0,0.0,0.0,0.0
15,PAYMENT,9362.47,C250459478,53881.7,44519.23,M1029548787,0.0,0.0,0.0,0.0
14,CASH_IN,14094.32,C756964243,144883.5,158977.82,C111018678,1759658.59,1638299.8,0.0,0.0
18,CASH_IN,54193.07,C873426553,11240016.18,11294209.25,C670203527,2177421.19,2123228.12,0.0,0.0
9,CASH_OUT,202984.63,C1191598994,0.0,0.0,C1528787128,420501.26,619810.51,0.0,0.0
14,PAYMENT,13309.57,C1415246079,10728.0,0.0,M1586061732,0.0,0.0,0.0,0.0
6,CASH_OUT,139845.98,C1016064173,0.0,0.0,C997608398,158028.52,6192.55,0.0,0.0
9,CASH_IN,84555.41,C1827658508,9936363.81,10020919.23,C406031697,263307.49,0.0,0.0,0.0
17,PAYMENT,10922.9,C2087907895,0.0,0.0,M235223830,0.0,0.0,0.0,0.0
13,CASH_IN,133532.55,C1406484454,3134505.65,3268038.21,C1330106945,1393040.52,1259507.97,0.0,0.0
11,PAYMENT,10294.11,C474974159,768602.99,758308.88,M188397740,0.0,0.0,0.0,0.0
19,PAYMENT,10831.02,C146036214,11259.0,427.98,M1416811042,0.0,0.0,0.0,0.0
18,CASH_OUT,117968.16,C483654057,20837.0,0.0,C950317918,1895277.51,2187399.19,0.0,0.0
19,CASH_OUT,38562.08,C1923337352,793.0,0.0,C54576544,495178.5,651580.76,0.0,0.0
9,CASH_OUT,252362.18,C1211128122,0.0,0.0,C1465082578,369614.0,621976.18,0.0,0.0
21,PAYMENT,9179.45,C264027514,606.0,0.0,M1038303135,0.0,0.0,0.0,0.0
15,CASH_OUT,322270.05,C722576031,319057.58,0.0,C1883852875,0.0,322270.05,0.0,0.0
9,CASH_IN,169788.24,C2045091238,2831469.65,3001257.89,C604555852,576685.21,406896.97,0.0,0.0
10,CASH_IN,228403.57,C2108991043,3552218.58,3780622.15,C721748895,304522.19,374140.38,0.0,0.0
14,CASH_IN,377471.85,C1515462381,11515.0,388986.85,C587257597,0.0,280355.59,0.0,0.0
12,CASH_OUT,484447.4,C1011427158,59583.0,0.0,C1656321562,2793634.77,3529121.35,0.0,0.0
9,CASH_OUT,143674.82,C252136417,65827.29,0.0,C97291531,265.0,100316.71,0.0,0.0
22,CASH_OUT,312611.63,C309794734,0.0,0.0,C1220428386,415684.42,728296.05,0.0,0.0
14,CASH_OUT,115042.64,C877402658,32546.73,0.0,C424669538,842546.61,1916008.71,0.0,0.0
12,CASH_IN,42710.71,C1199299827,1202444.62,1245155.34,C1238739669,4607901.47,4565190.76,0.0,0.0
19,PAYMENT,4496.22,C2100356070,21314.0,16817.78,M1475201354,0.0,0.0,0.0,0.0
33,PAYMENT,2565.94,C1803109200,0.0,0.0,M291829685,0.0,0.0,0.0,0.0
10,PAYMENT,22668.97,C1020431625,0.0,0.0,M291099044,0.0,0.0,0.0,0.0
22,CASH_IN,302619.15,C677244005,4637912.95,4940532.1,C1294923102,1931846.72,1912457.16,0.0,0.0
19,PAYMENT,8163.14,C1188790181,0.0,0.0,M1144929343,0.0,0.0,0.0,0.0
18,PAYMENT,2023.79,C174921628,0.0,0.0,M269524924,0.0,0.0,0.0,0.0
19,PAYMENT,13090.94,C1412819102,20786.0,7695.06,M1600068853,0.0,0.0,0.0,0.0
21,PAYMENT,5334.2,C773143864,63317.0,57982.8,M1472798696,0.0,0.0,0.0,0.0
9,CASH_IN,302714.22,C503036728,2764895.72,3067609.94,C1384149246,697861.58,2477877.29,0.0,0.0
20,TRANSFER,927082.87,C166361397,113684.0,0.0,C352029118,74709.89,1001792.76,0.0,0.0
14,CASH_IN,130950.18,C2012164412,66261.57,197211.76,C157354477,840090.92,1260960.2,0.0,0.0
18,CASH_OUT,63733.62,C824193989,439679.89,375946.26,C674574493,48301.39,146480.54,0.0,0.0
11,CASH_IN,102916.86,C130634806,25684398.6,25787315.46,C895781222,201534.47,98617.61,0.0,0.0
17,CASH_IN,51354.77,C2084849299,50057.0,101411.77,C77244151,116209.27,64854.5,0.0,0.0
17,CASH_OUT,407934.89,C2085688179,14983.0,0.0,C2129501294,154971.05,562905.94,0.0,0.0
15,CASH_OUT,107547.13,C1242878178,668.0,0.0,C325981439,763186.42,870733.55,0.0,0.0
18,PAYMENT,2368.55,C1905327118,484277.01,481908.46,M1250762202,0.0,0.0,0.0,0.0
12,CASH_OUT,370202.45,C1644002007,0.0,0.0,C99275333,3177992.24,3548194.7,0.0,0.0
19,CASH_OUT,326338.85,C1682000709,0.0,0.0,C576367278,1006447.13,1332785.98,0.0,0.0
34,CASH_IN,160322.46,C1177643124,360955.89,521278.35,C184435089,973180.51,812858.06,0.0,0.0
34,PAYMENT,11566.35,C156457373,12158.0,591.65,M1322730261,0.0,0.0,0.0,0.0
13,CASH_OUT,17312.97,C1505884199,0.0,0.0,C102608790,23926.01,41238.98,0.0,0.0
17,CASH_IN,188729.03,C1238948550,340623.27,529352.3,C943512909,88025.81,0.0,0.0,0.0
16,PAYMENT,11121.93,C271160232,21380.0,10258.07,M2131563554,0.0,0.0,0.0,0.0
10,PAYMENT,4032.11,C2129597154,27754.05,23721.93,M798634670,0.0,0.0,0.0,0.0
18,CASH_IN,87110.48,C1195087176,690066.8,777177.28,C1039626676,703925.27,616814.79,0.0,0.0
14,CASH_OUT,311913.7,C1259818209,0.0,0.0,C1209957098,313673.78,311458.95,0.0,0.0
11,PAYMENT,8168.54,C1129116509,506886.0,498717.46,M1449932364,0.0,0.0,0.0,0.0
20,CASH_IN,135206.68,C481763662,10433496.78,10568703.46,C1059931821,217065.77,81859.09,0.0,0.0
21,PAYMENT,11199.49,C1593673315,2346.0,0.0,M2004606594,0.0,0.0,0.0,0.0
18,CASH_OUT,458164.9,C226620678,0.0,0.0,C1171752217,778019.29,1133524.95,0.0,0.0
11,CASH_OUT,364958.5,C1652101731,0.0,0.0,C1674390925,986995.89,1645440.66,0.0,0.0
20,CASH_IN,346270.87,C1212017932,14050619.92,14396890.79,C1092702582,1049929.98,703659.11,0.0,0.0
8,PAYMENT,22562.14,C1971051455,11045.0,0.0,M1027811708,0.0,0.0,0.0,0.0
16,CASH_IN,425448.66,C1488120305,403.0,425851.66,C792736756,0.0,0.0,0.0,0.0
8,CASH_OUT,227502.52,C1368275309,0.0,0.0,C1398530689,1526691.83,1367406.0,0.0,0.0
14,PAYMENT,5127.03,C1730518671,91670.0,86542.97,M506615842,0.0,0.0,0.0,0.0
21,CASH_OUT,237334.67,C2012878091,0.0,0.0,C1005190977,545270.07,782604.74,0.0,0.0
23,PAYMENT,13382.34,C1542257159,3357.0,0.0,M782713355,0.0,0.0,0.0,0.0
16,PAYMENT,2988.69,C915638487,2936.0,0.0,M1788549720,0.0,0.0,0.0,0.0
17,PAYMENT,26490.68,C1967279466,0.0,0.0,M1938627963,0.0,0.0,0.0,0.0
10,TRANSFER,729856.1,C198676448,100800.0,0.0,C1256198009,0.0,840833.49,0.0,0.0
18,CASH_OUT,104413.74,C2002945420,86794.0,0.0,C1310430341,328276.54,1254084.59,0.0,0.0
11,PAYMENT,28823.62,C1814187986,358016.91,329193.3,M1387191723,0.0,0.0,0.0,0.0
14,TRANSFER,23158.7,C970886850,0.0,0.0,C1990953380,279565.71,680754.87,0.0,0.0
10,CASH_IN,352449.39,C1490991128,7643891.02,7996340.41,C1553217607,2271317.93,1918868.55,0.0,0.0
13,PAYMENT,4614.16,C197584257,0.0,0.0,M1006395947,0.0,0.0,0.0,0.0
16,CASH_OUT,176324.42,C1532280583,44121.0,0.0,C2001981365,928180.16,902678.79,0.0,0.0
19,CASH_OUT,20312.13,C1828325288,47907.0,27594.87,C1292494420,888278.48,1179371.25,0.0,0.0
20,PAYMENT,14739.4,C304297649,212712.35,197972.94,M1903758028,0.0,0.0,0.0,0.0
21,CASH_IN,460811.48,C1826987651,682279.7,1143091.18,C2099151246,1694687.25,1233875.77,0.0,0.0
10,CASH_OUT,424623.35,C535708281,8783.0,0.0,C1708253434,269.34,287022.93,0.0,0.0
15,CASH_IN,291363.51,C721364362,294867.0,586230.51,C1367538162,0.0,0.0,0.0,0.0
15,PAYMENT,2092.4,C2051102783,0.0,0.0,M1860492805,0.0,0.0,0.0,0.0
17,CASH_IN,191065.78,C431321621,13330806.77,13521872.55,C1681886003,1296982.4,1105916.62,0.0,0.0
13,CASH_IN,310918.77,C905549280,14107.0,325025.77,C771700429,0.0,0.0,0.0,0.0
14,CASH_IN,140649.69,C372859337,4313909.52,4454559.21,C23678140,213968.54,73318.85,0.0,0.0
13,CASH_OUT,42548.06,C502000275,0.0,0.0,C773081832,524158.99,566707.05,0.0,0.0
22,PAYMENT,110.08,C85025768,0.0,0.0,M272431787,0.0,0.0,0.0,0.0
34,CASH_IN,47261.14,C984913324,8223813.64,8271074.78,C1820058461,30217401.75,30500611.06,0.0,0.0
9,CASH_OUT,457134.32,C583624621,107480.0,0.0,C244095956,1263100.64,1720234.96,0.0,0.0
20,PAYMENT,11282.34,C1877625282,9483.0,0.0,M1711147037,0.0,0.0,0.0,0.0
15,PAYMENT,1181.24,C918054030,80985.0,79803.76,M627472764,0.0,0.0,0.0,0.0
17,CASH_IN,210403.35,C160529686,9979.0,220382.35,C1920297459,1026535.66,816132.3,0.0,0.0
19,CASH_OUT,125047.63,C1832232847,59556.0,0.0,C1811111053,190369.84,510714.36,0.0,0.0
20,PAYMENT,492.73,C1227624945,14536.13,14043.39,M1830095075,0.0,0.0,0.0,0.0
10,PAYMENT,10376.04,C1972444677,153342.0,142965.96,M1226392445,0.0,0.0,0.0,0.0
13,CASH_IN,203178.88,C711760617,2612568.68,2815747.56,C2016282213,1604562.35,1401383.47,0.0,0.0
16,CASH_OUT,346102.6,C1595705234,120575.52,0.0,C1453382929,1418559.25,1975197.59,0.0,0.0
8,PAYMENT,12614.64,C2073755654,216465.0,203850.35,M1389333451,0.0,0.0,0.0,0.0
20,CASH_IN,191019.51,C891743757,12685.0,203704.51,C1725017993,0.0,0.0,0.0,0.0
20,CASH_OUT,199886.42,C1490144761,0.0,0.0,C1927077156,582678.46,782564.88,0.0,0.0
16,CASH_IN,190229.89,C418205349,63917.14,254147.03,C524005643,1549705.36,1563582.71,0.0,0.0
33,CASH_OUT,77451.77,C599264380,0.0,0.0,C19564754,2026164.61,2103616.38,0.0,0.0
13,CASH_IN,127489.51,C1642603348,10303.0,137792.51,C1611427359,1882597.2,1520688.78,0.0,0.0
11,PAYMENT,10296.76,C614785524,617929.86,607633.1,M535088730,0.0,0.0,0.0,0.0
14,CASH_OUT,25332.62,C1890956556,0.0,0.0,C1053160861,4347221.95,4372554.57,0.0,0.0
12,CASH_OUT,368932.48,C2078710915,0.0,0.0,C920740601,573560.68,2668884.4,0.0,0.0
16,PAYMENT,20427.54,C1508501068,271374.18,250946.64,M1973977887,0.0,0.0,0.0,0.0
11,CASH_OUT,197083.12,C1569357277,30771.0,0.0,C694843287,0.0,197083.12,0.0,0.0
9,PAYMENT,6385.91,C897082571,370071.71,363685.8,M1067015631,0.0,0.0,0.0,0.0
11,CASH_OUT,192523.14,C613701268,107474.0,0.0,C885136436,10941.65,203464.79,0.0,0.0
13,CASH_OUT,294451.44,C485160216,0.0,0.0,C355970563,2751868.13,3046319.58,0.0,0.0
19,CASH_OUT,295875.63,C108577167,364634.0,68758.37,C1303295016,657115.81,1231221.09,0.0,0.0
15,PAYMENT,2201.19,C1198730503,0.0,0.0,M1241456449,0.0,0.0,0.0,0.0
33,CASH_IN,48617.57,C345849859,18275482.99,18324100.56,C1848907489,494397.02,445779.45,0.0,0.0
